Game_ID,Game_Critic_Score,Game_Genre,Game_Popularity_Score,Game_Title,Game_Price_in_Dollars,Game_Outlet_Id,Store_Sale_Year,Store_Size,Store_Location_Type,Store_Outlet_Type,Total_Outlet_Sales
GM_FDS57,6.2,Action,0.103863648,DOTA,14.3147,18,2021,Medium,Outskirts,Malls,540.09696
GM_FDN10,4.6,Action,0.046195515,DOTA,11.74124,49,2017,Medium,Metropolitan,Supermarket,546.9547
GM_FDV23,4.4,Action,0.106001313,Grand Theft Auto,12.55046,49,2017,Medium,Metropolitan,Supermarket,17.44396
GM_FDY28,7.47,Arcade,0.152387525,League of Legends,21.43218,49,2017,Medium,Metropolitan,Supermarket,127.8336
GM_DRG51,4.84,Action,0.011530019,PUBG,16.24526,13,2014,High,Outskirts,Supermarket,191.7504
GM_FDD45,0,Action,0.203536932,FIFA,9.32436,19,2013,Small,Metropolitan,Convenience Store,101.73424
GM_NCL18,0,Action,0.166772358,Apex Legends,19.30136,27,2013,Medium,Outskirts,Department Store,199.87316
GM_NCM29,4.6,Action,0.017627547,Prince of Persia,13.04626,13,2014,High,Outskirts,Supermarket,61.51992
GM_FDF17,0,Action,0.042414494,League of Legends,19.6311,27,2013,Medium,Outskirts,Department Store,31.42576
GM_FDE22,9.695,Action,0.029740086,DOTA,16.1392,17,2020,Medium,Residential,Supermarket,12.3173
GM_FDQ22,6.7,Action,0.029907872,DOTA,3.74822,17,2020,Medium,Residential,Supermarket,102.06714
GM_FDS01,4.64,Action,0.017730232,God of War,17.96686,13,2014,High,Outskirts,Supermarket,122.24088
GM_FDW35,0,Arcade,0.011035524,Grand Theft Auto,4.21454,27,2013,Medium,Outskirts,Department Store,47.40496
GM_FDJ33,8.895,Arcade,0.088322179,DOTA,12.4273,46,2015,Small,Metropolitan,Supermarket,150.60396
GM_NCF54,7.2,Action,0.047368095,Apex Legends,17.17422,35,2019,Small,Residential,Supermarket,76.2341
GM_FDE09,8.775,Action,0.021585405,FIFA,10.99228,13,2014,High,Outskirts,Supermarket,127.70044
GM_NCE06,5.825,Action,0.091670767,Apex Legends,16.13894,45,2018,High,Residential,Supermarket,354.73824
GM_DRH49,7.88,Action,0.024693927,Hitman,8.07592,49,2017,Medium,Metropolitan,Supermarket,604.2135
GM_FDY43,5.94,Action,0.098601801,FIFA,17.03474,45,2018,Medium,Residential,Supermarket,38.48324
GM_NCT05,4.358,Action,0.021070361,Prince of Persia,25.46672,17,2020,Medium,Residential,Supermarket,122.30746
GM_FDZ34,6.695,Action,0.076032402,Farcry,19.1782,45,2018,Medium,Residential,Supermarket,218.24924
GM_FDL38,5.52,Action,0.014816444,God of War,8.75172,17,2020,Medium,Residential,Supermarket,147.8076
GM_FDZ31,6.14,Arcade,0.113857626,FIFA,19.02504,17,2020,Medium,Residential,Supermarket,141.8154
GM_FDR14,4.66,Action,0.174016121,PUBG,5.59298,35,2019,Small,Residential,Supermarket,506.14116
GM_NCN54,8.14,Action,0.021359628,Apex Legends,7.87328,49,2017,Medium,Metropolitan,Supermarket,288.82404
GM_NCC42,0,Action,0.044690933,Prince of Persia,13.96838,27,2013,Medium,Outskirts,Department Store,551.81504
GM_FDK08,9.195,Arcade,0,FIFA,9.99016,17,2020,Medium,Residential,Supermarket,74.10354
GM_FDP59,8.34,Arcade,0.056418725,Grand Theft Auto,10.57648,13,2014,High,Outskirts,Supermarket,913.34444
GM_FDV22,5.94,Arcade,0.009936905,DOTA,15.6963,35,2019,Small,Residential,Supermarket,185.7582
GM_FDD33,5.14,Action,0.108172183,FIFA,23.42642,35,2019,Small,Residential,Supermarket,283.6308
GM_DRE60,0,Action,0.158562878,Hitman,22.7372,27,2013,Medium,Outskirts,Department Store,298.2784
GM_FDK52,7.3,Action,0.079218842,League of Legends,22.70062,46,2015,Small,Metropolitan,Supermarket,16.77816
GM_FDA02,5.6,Action,0.029890782,PUBG,14.63786,17,2020,Small,Residential,Supermarket,115.05024
GM_FDM56,6.68,Action,0.070300718,FIFA,10.93912,49,2017,Medium,Metropolitan,Supermarket,927.59256
GM_FDE57,9.6,Arcade,0.036278264,FIFA,14.14154,35,2019,Small,Residential,Supermarket,503.81086
GM_FDM32,8.2,Action,0.02064682,FIFA,8.8783,45,2018,Small,Residential,Supermarket,211.59124
GM_NCQ30,0,Action,0.028931499,Apex Legends,12.15414,27,2013,Medium,Outskirts,Department Store,188.55456
GM_FDQ27,0,Arcade,0,Fortnite,10.4799,27,2013,Medium,Outskirts,Department Store,70.30848
GM_FDT60,0,Action,0.075182464,Valorant,12.48388,27,2013,Medium,Outskirts,Department Store,265.6542
GM_FDU43,7.74,Arcade,0.058133621,FIFA,24.03564,49,2017,Medium,Metropolitan,Supermarket,71.30718
GM_NCO55,5.12,Action,0.091020015,Rocket League,10.66938,35,2019,Small,Residential,Supermarket,169.17978
GM_FDG02,7.855,Action,0.011284003,God of War,19.08188,45,2018,Small,Residential,Supermarket,215.7192
GM_FDJ28,4.92,Action,0.021842793,League of Legends,19.07162,13,2014,High,Outskirts,Supermarket,256.19984
GM_FDP40,4.555,Arcade,0.034426846,League of Legends,11.17544,45,2018,High,Residential,Supermarket,205.99852
GM_FDJ38,8.6,Arcade,0.040287073,God of War,19.0553,45,2018,High,Residential,Supermarket,133.42632
GM_NCC54,7.1,Action,0.098263617,Prince of Persia,24.18196,17,2020,High,Residential,Supermarket,1023.6675
GM_NCZ41,7.94,Action,0.064421237,Prince of Persia,12.54704,46,2015,Small,Metropolitan,Supermarket,69.2432
GM_FDK38,0,Action,0,God of War,14.83734,19,2013,Small,Metropolitan,Convenience Store,148.87288
GM_FDU52,7.56,Action,0.063717792,League of Legends,15.5163,13,2014,High,Outskirts,Supermarket,662.27126
GM_FDC40,6.4,Arcade,0.065063889,PUBG,7.62986,46,2015,Small,Metropolitan,Supermarket,313.99128
GM_NCR30,8.24,Action,0.071394538,Apex Legends,7.44696,17,2020,Small,Residential,Supermarket,161.4565
GM_NCN18,8.895,Action,0.125420107,Apex Legends,11.17544,17,2020,Small,Residential,Supermarket,58.5904
GM_FDB50,5.2,Action,0.153589518,God of War,7.84986,35,2019,Small,Residential,Supermarket,560.2707
GM_FDG04,5.24,Action,0.006057667,League of Legends,18.80898,13,2014,High,Outskirts,Supermarket,70.30848
GM_FDR26,8.28,Action,0.042828678,PUBG,17.73028,35,2019,Small,Residential,Supermarket,101.26818
GM_NCT17,4.32,Action,0.042036392,Prince of Persia,18.84214,18,2021,Medium,Outskirts,Malls,313.19232
GM_FDX35,0,Arcade,0.079523572,Grand Theft Auto,22.69036,27,2013,Medium,Outskirts,Department Store,25.83304
GM_FDS12,9.1,Action,0.174118549,Valorant,12.74362,46,2015,Small,Metropolitan,Supermarket,402.74242
GM_NCZ29,0,Action,0.071025838,Prince of Persia,12.58362,27,2013,Medium,Outskirts,Department Store,35.2874
GM_FDB38,7.8,Arcade,0.045772769,God of War,16.1392,10,2016,Medium,Outskirts,Convenience Store,241.81856
GM_FDP12,9.8,Arcade,0.045229136,Valorant,3.71874,13,2014,High,Outskirts,Supermarket,206.13168
GM_FDP22,5.86,Action,0.099132174,DOTA,5.16666,46,2015,Small,Metropolitan,Supermarket,14.6476
GM_FDS26,8.14,Action,0.08983368,PUBG,26.10594,18,2021,Medium,Outskirts,Malls,420.7856
GM_FDR52,5.06,Arcade,0.076044589,League of Legends,19.19846,46,2015,Small,Metropolitan,Supermarket,83.09184
GM_DRJ13,5.06,Action,0.062890304,Hitman,16.12578,46,2015,Small,Metropolitan,Supermarket,14.58102
GM_FDU48,0,Action,0.055090377,Valorant,13.07284,27,2013,Medium,Outskirts,Department Store,119.844
GM_FDE29,8.905,Action,0.14310206,League of Legends,6.05878,35,2019,Small,Residential,Supermarket,8.72198
GM_NCT29,5.04,Action,0.0642104,Prince of Persia,12.17414,49,2017,Medium,Metropolitan,Supermarket,196.0781
GM_DRK37,5,Action,0.044183931,Hitman,18.8653,18,2021,Medium,Outskirts,Malls,292.952
GM_FDK55,7.4,Action,0.025761698,Fortnite,8.76172,46,2015,Small,Metropolitan,Supermarket,225.30672
GM_FDR07,8.54,Action,0.077743909,FIFA,9.61094,46,2015,Small,Metropolitan,Supermarket,7.59012
GM_FDO21,0,Arcade,0.009715743,DOTA,22.47404,27,2013,Medium,Outskirts,Department Store,219.0482
GM_FDK46,9.6,Action,0.051547413,DOTA,26.0662,49,2017,Medium,Metropolitan,Supermarket,169.37952
GM_FDB12,4.46,Action,0.105521226,Valorant,10.45648,45,2018,Medium,Residential,Supermarket,366.19
GM_FDT31,0,Action,0.012388013,FIFA,18.88872,27,2013,Medium,Outskirts,Department Store,86.28768
GM_FDJ33,8.895,Arcade,0.088501299,DOTA,12.4373,45,2018,Medium,Residential,Supermarket,185.0924
GM_FDC26,0,Action,0.125771078,God of War,10.97886,27,2013,Medium,Outskirts,Department Store,635.1732
GM_NCQ02,5.04,Action,0.007471585,Apex Legends,18.81556,45,2018,Medium,Residential,Supermarket,354.2056
GM_FDP08,8.2,Arcade,0.188151371,FIFA,19.34478,10,2016,Medium,Outskirts,Convenience Store,361.12992
GM_FDB11,0,Action,0.06055337,Farcry,22.59404,27,2013,Medium,Outskirts,Department Store,715.20236
GM_FDV55,7.1,Action,0.055027599,FIFA,14.62444,13,2014,High,Outskirts,Supermarket,604.8793
GM_FDW20,8.3,Action,0.024186975,FIFA,12.1573,49,2017,Medium,Metropolitan,Supermarket,218.7153
GM_NCJ18,0,Action,0.28704117,Apex Legends,12.05124,19,2013,Small,Metropolitan,Convenience Store,75.9012
GM_FDC41,6.24,Action,0.1173895,League of Legends,7.5567,18,2021,Medium,Outskirts,Malls,145.1444
GM_FDE14,0,Arcade,0.031292877,God of War,10.137,27,2013,Medium,Outskirts,Department Store,95.8752
GM_FDG35,8.48,Arcade,0.00703512,Farcry,17.55738,13,2014,High,Outskirts,Supermarket,180.83128
GM_FDF45,7.28,Arcade,0.012202405,FIFA,5.73904,35,2019,Small,Residential,Supermarket,109.92358
GM_FDS19,0,Arcade,0.063896351,FIFA,7.75012,27,2013,Medium,Outskirts,Department Store,181.0976
GM_FDS58,0,Arcade,0.036779867,DOTA,15.91578,19,2013,Small,Metropolitan,Convenience Store,231.16576
GM_FDA26,7.855,Arcade,0.074338562,PUBG,22.04482,17,2020,Small,Residential,Supermarket,133.02684
GM_FDM32,8.2,Action,0.020637068,FIFA,8.7883,49,2017,Medium,Metropolitan,Supermarket,141.8154
GM_FDL45,6.24,Action,0.037687837,DOTA,12.64704,46,2015,Small,Metropolitan,Supermarket,287.49244
GM_FDZ55,6.055,Action,0.025448206,FIFA,15.9692,49,2017,Medium,Metropolitan,Supermarket,234.56134
GM_FDY37,6.8,Arcade,0.026610182,God of War,14.1547,49,2017,Medium,Metropolitan,Supermarket,391.22408
GM_FDO46,9.6,Arcade,0.014212498,DOTA,19.08872,46,2015,Small,Metropolitan,Supermarket,127.43412
GM_FDQ60,6.195,Arcade,0.109374441,Valorant,11.96098,46,2015,Small,Metropolitan,Supermarket,571.2564
GM_FDA19,7.52,Action,0.055352065,FIFA,13.01994,18,2021,Medium,Outskirts,Malls,539.03168
GM_FDL15,7.14,Action,0.046634759,Fortnite,15.42682,46,2015,Small,Metropolitan,Supermarket,116.04894
GM_FDM10,7.3,Action,0.076281071,DOTA,21.30218,18,2021,Medium,Outskirts,Malls,551.08266
GM_NCL05,7.84,Action,0.048168592,Prince of Persia,4.2677,17,2020,Medium,Residential,Supermarket,56.85932
GM_DRK49,5.66,Action,0.060162413,Hitman,4.20138,10,2016,Medium,Outskirts,Convenience Store,17.9766
GM_NCE18,0,Action,0.021321588,Apex Legends,25.1375,27,2013,Medium,Outskirts,Department Store,14.38128
GM_FDG40,5.46,Action,0.039886263,League of Legends,3.43558,49,2017,Medium,Metropolitan,Supermarket,263.39048
GM_DRI59,9.5,Action,0.040917483,Uncharted,22.20088,45,2018,Medium,Residential,Supermarket,618.39504
GM_FDK28,5.695,Arcade,0.065577504,League of Legends,25.62646,35,2019,Small,Residential,Supermarket,270.24822
GM_NCD06,0,Action,0.173905741,Apex Legends,4.6206,19,2013,Small,Metropolitan,Convenience Store,484.3695
GM_FDO11,0,Arcade,0.052989927,Grand Theft Auto,25.03092,19,2013,Small,Metropolitan,Convenience Store,95.27598
GM_FDK27,4.4,Action,0.008946536,Fortnite,11.94756,46,2015,Small,Metropolitan,Supermarket,198.54156
GM_FDT43,0,Action,0.020448446,FIFA,5.02324,27,2013,Medium,Outskirts,Department Store,206.13168
GM_FDD38,6.7,Arcade,0.008225098,God of War,10.21674,18,2021,Medium,Outskirts,Malls,102.5332
GM_FDA16,6.695,Action,0.033994765,League of Legends,21.98456,49,2017,Medium,Metropolitan,Supermarket,301.34108
GM_FDL14,0,Arcade,0.032003136,God of War,15.39972,27,2013,Medium,Outskirts,Department Store,80.96128
GM_NCM17,7.93,Action,0.071246467,Prince of Persia,4.38086,49,2017,Medium,Metropolitan,Supermarket,62.31888
GM_FDD20,5.66,Action,0.020756532,FIFA,12.39046,45,2018,Medium,Residential,Supermarket,108.8583
GM_FDA40,6.4,Arcade,0,League of Legends,8.83856,45,2018,Medium,Residential,Supermarket,21.70508
GM_FDL43,4.04,Action,0.027119268,Fortnite,7.7767,45,2018,Medium,Residential,Supermarket,293.15174
GM_FDV15,4.12,Action,0.146468894,Fortnite,10.26648,45,2018,Medium,Residential,Supermarket,455.54036
GM_FDE52,4.158,Arcade,0.029886798,PUBG,8.95514,46,2015,Small,Metropolitan,Supermarket,49.06946
GM_NCL17,7.39,Action,0.113449342,Prince of Persia,14.37812,10,2016,Small,Outskirts,Convenience Store,158.4604
GM_NCJ31,7.68,Action,0.183024199,Rocket League,23.93196,45,2018,Small,Residential,Supermarket,78.29808
GM_FDR60,5.72,Action,0.130679603,Valorant,7.84328,45,2018,Small,Residential,Supermarket,577.84782
GM_NCA18,4.04,Action,0.05606697,Apex Legends,11.56492,35,2019,Small,Residential,Supermarket,517.3266
GM_FDS21,0,Arcade,0.020775058,DOTA,6.32194,27,2013,Medium,Outskirts,Department Store,442.0912
GM_FDW09,5.46,Arcade,0.025915914,DOTA,7.83302,35,2019,Small,Residential,Supermarket,152.20188
GM_FDL26,7.2,Action,0,God of War,15.43972,35,2019,Small,Residential,Supermarket,93.212
GM_FDS47,6.7,Action,0.129410755,Grand Theft Auto,8.90856,18,2021,Medium,Outskirts,Malls,100.66896
GM_FDC39,7.405,Action,0.159195426,PUBG,20.64296,46,2015,Small,Metropolitan,Supermarket,176.57016
GM_FDT51,4.66,Arcade,0.010916726,Fortnite,11.11544,35,2019,Small,Residential,Supermarket,250.3408
GM_FDK40,7.035,Action,0.021845267,League of Legends,26.3091,35,2019,Small,Residential,Supermarket,729.65022
GM_NCG19,8.1,Action,0.14823358,Apex Legends,23.57616,45,2018,Small,Residential,Supermarket,268.45056
GM_FDZ07,6.04,Arcade,0.093891315,FIFA,6.20194,46,2015,Small,Metropolitan,Supermarket,216.31842
GM_FDF08,0,Arcade,0.064891788,FIFA,8.88856,27,2013,Medium,Outskirts,Department Store,338.35956
GM_FDO04,6.64,Action,0.026515122,League of Legends,5.52614,13,2014,High,Outskirts,Supermarket,224.10828
GM_FDK41,5.72,Action,0.128061273,League of Legends,8.33224,18,2021,Medium,Outskirts,Malls,341.5554
GM_FDP15,6.08,Action,0.084073075,Fortnite,25.5533,49,2017,Medium,Metropolitan,Supermarket,525.982
GM_NCD43,8.85,Action,0.016085216,Apex Legends,10.46964,18,2021,Medium,Outskirts,Malls,195.7452
GM_NCP18,4.86,Action,0.028574451,Apex Legends,14.88708,13,2014,High,Outskirts,Supermarket,535.36978
GM_FDZ51,4.52,Arcade,0,Fortnite,9.33094,46,2015,Small,Metropolitan,Supermarket,483.23764
GM_DRH13,8.575,Action,0.02388144,Hitman,10.8428,35,2019,Small,Residential,Supermarket,145.01124
GM_FDF38,4.72,Arcade,0.026411459,God of War,4.01138,45,2018,Small,Residential,Supermarket,535.03688
GM_NCI43,7.94,Action,0.026021371,Apex Legends,4.92376,45,2018,Small,Residential,Supermarket,293.48464
GM_FDM38,0,Action,0.092322059,God of War,5.43982,27,2013,Medium,Outskirts,Department Store,36.08636
GM_FDS03,7.825,Action,0.079562345,Fortnite,6.47826,13,2014,High,Outskirts,Supermarket,70.84112
GM_DRJ47,7.3,Action,0.044500601,Uncharted,17.1408,17,2020,High,Residential,Supermarket,222.0443
GM_FDT50,6.75,Arcade,0.181169873,PUBG,9.73752,10,2016,High,Outskirts,Convenience Store,160.65754
GM_FDV02,6.7,Action,0.060545628,PUBG,17.25106,46,2015,Small,Metropolitan,Supermarket,86.8869
GM_NCG18,6.12,Action,0.023107874,Apex Legends,10.38332,17,2020,Small,Residential,Supermarket,223.7088
GM_FDW52,5.6,Arcade,0.03752254,League of Legends,16.46526,46,2015,Small,Metropolitan,Supermarket,70.5748
GM_FDS40,6.14,Action,0.014016743,League of Legends,3.6019,35,2019,Small,Residential,Supermarket,154.4656
GM_FDN31,4.6,Action,0.073293783,FIFA,19.1053,17,2020,Small,Residential,Supermarket,676.71912
GM_FDA37,7.81,Arcade,0.055338756,God of War,12.31046,45,2018,Small,Residential,Supermarket,107.8596
GM_FDA15,9.3,Action,0.01602239,PUBG,24.99092,46,2015,Small,Metropolitan,Supermarket,402.94216
GM_FDL39,6.44,Arcade,0.063331355,PUBG,18.11318,46,2015,Small,Metropolitan,Supermarket,101.8674
GM_FDJ53,4.2,Action,0.071402425,League of Legends,12.20098,45,2018,Small,Residential,Supermarket,370.05164
GM_FDX22,6.785,Arcade,0.022955693,DOTA,21.05928,13,2014,High,Outskirts,Supermarket,202.4032
GM_NCZ42,4.2,Arcade,0.011310821,Apex Legends,23.87248,45,2018,High,Residential,Supermarket,76.70016
GM_FDD56,0,Arcade,0.10327572,FIFA,17.62054,27,2013,Medium,Outskirts,Department Store,148.20708
GM_FDD40,8.1,Arcade,0.014877034,PUBG,19.35162,17,2020,Medium,Residential,Supermarket,59.32278
GM_FDS50,6.8,Action,0.055387247,PUBG,22.06114,13,2014,High,Outskirts,Supermarket,112.5202
GM_NCN14,7.64,Action,0,Rocket League,18.44608,13,2014,High,Outskirts,Supermarket,157.06222
GM_FDT15,4.86,Arcade,0.042646003,Fortnite,18.3295,13,2014,High,Outskirts,Supermarket,214.12128
GM_NCS18,0,Action,0.04200671,Apex Legends,10.80938,27,2013,Medium,Outskirts,Department Store,215.7192
GM_NCO26,7.235,Action,0.128640565,Apex Legends,11.46492,10,2016,Medium,Outskirts,Convenience Store,342.82042
GM_FDF58,5.32,Action,0.009620184,DOTA,6.1451,18,2021,Medium,Outskirts,Malls,687.23876
GM_NCB19,6.525,Action,0.090220566,Apex Legends,8.64882,13,2014,High,Outskirts,Supermarket,150.60396
GM_FDH26,7.7,Arcade,0.034896013,God of War,14.10496,17,2020,High,Residential,Supermarket,17.44396
GM_DRB24,0,Action,0.020477579,Hitman,15.28656,27,2013,Medium,Outskirts,Department Store,12.25072
GM_FDA49,7.88,Action,0.065186228,God of War,8.63198,18,2021,Medium,Outskirts,Malls,21.17244
GM_FDB32,8.24,Action,0.023500502,FIFA,9.55778,45,2018,Medium,Residential,Supermarket,190.15248
GM_FDI36,5,Arcade,0,Valorant,19.67426,17,2020,Medium,Residential,Supermarket,268.45056
GM_NCA17,8.24,Action,0.076020756,Prince of Persia,14.93392,10,2016,Medium,Outskirts,Convenience Store,29.42836
GM_FDH22,6.405,Action,0.13618752,DOTA,12.51678,13,2014,High,Outskirts,Supermarket,113.98496
GM_NCM26,8.2,Action,0,Rocket League,15.3334,18,2021,Medium,Outskirts,Malls,101.2016
GM_FDT15,0,Arcade,0.042474835,Fortnite,18.3295,27,2013,Medium,Outskirts,Department Store,196.67732
GM_FDB16,8.21,Action,0.045108792,PUBG,8.70198,18,2021,Medium,Outskirts,Malls,747.22734
GM_NCP54,0,Action,0.034979457,Apex Legends,12.3473,27,2013,Medium,Outskirts,Department Store,239.95432
GM_FDJ36,5.8,Arcade,0.128153336,Valorant,10.23332,13,2014,High,Outskirts,Supermarket,163.7868
GM_FDO28,5.765,Action,0.072444983,League of Legends,11.97098,45,2018,High,Residential,Supermarket,135.02424
GM_FDU09,7.71,Arcade,0.066541719,DOTA,5.42956,13,2014,High,Outskirts,Supermarket,374.71224
GM_FDF29,6.04,Action,0.020046943,League of Legends,12.8831,17,2020,High,Residential,Supermarket,159.39252
GM_FDY08,9.395,Arcade,0.170932857,FIFA,14.05838,13,2014,High,Outskirts,Supermarket,26.16594
GM_DRJ59,4.66,Action,0.019451167,Uncharted,3.70164,18,2021,Medium,Outskirts,Malls,488.96352
GM_FDT23,0,Arcade,0.074369587,Grand Theft Auto,7.93986,27,2013,Medium,Outskirts,Department Store,80.5618
GM_FDU15,5.46,Arcade,0.026710454,Fortnite,3.78532,18,2021,Medium,Outskirts,Malls,143.8128
GM_FDT47,5.26,Arcade,0.024488439,Grand Theft Auto,9.68068,13,2014,High,Outskirts,Supermarket,114.65076
GM_FDI53,0,Arcade,0,League of Legends,16.28236,19,2013,Small,Metropolitan,Convenience Store,117.1808
GM_FDR59,5.8,Arcade,0.064123704,Grand Theft Auto,26.23594,18,2021,Medium,Outskirts,Malls,303.87112
GM_FDD53,6.48,Action,0.044214135,League of Legends,4.04454,35,2019,Small,Residential,Supermarket,227.7036
GM_FDY51,5,Action,0.081593757,Fortnite,21.98798,17,2020,Small,Residential,Supermarket,200.80528
GM_FDT04,6.9,Action,0.107208159,League of Legends,3.79822,49,2017,Medium,Metropolitan,Supermarket,64.9155
GM_FDU51,8.08,Arcade,0.096663729,Fortnite,17.69028,49,2017,Medium,Metropolitan,Supermarket,436.4319
GM_FDG14,9,Arcade,0.050491164,God of War,15.17024,35,2019,Small,Residential,Supermarket,182.16288
GM_NCU06,7.04,Action,0.074557961,Apex Legends,23.1001,45,2018,Small,Residential,Supermarket,70.84112
GM_DRG25,4.2,Action,0.019049691,Hitman,18.6024,46,2015,Small,Metropolitan,Supermarket,304.86982
GM_DRH49,7.88,Action,0.024650932,Hitman,8.36592,35,2019,Small,Residential,Supermarket,144.34544
GM_FDN15,7,Arcade,0.016730894,Fortnite,13.9018,35,2019,Small,Residential,Supermarket,15.37998
GM_FDL43,4.04,Action,0.02717463,Fortnite,7.6267,18,2021,Medium,Outskirts,Malls,312.926
GM_NCT18,5.84,Action,0.059497511,Apex Legends,18.24976,49,2017,Medium,Metropolitan,Supermarket,50.9337
GM_NCB31,6.235,Action,0.118575601,Apex Legends,26.0991,13,2014,High,Outskirts,Supermarket,348.61288
GM_FDK57,4.078,Action,0.080277707,DOTA,11.9144,35,2019,Small,Residential,Supermarket,134.1587
GM_FDY04,0,Arcade,0.074370772,League of Legends,16.2921,19,2013,Small,Metropolitan,Convenience Store,481.90604
GM_NCP54,6.14,Action,0.03514967,Apex Legends,12.1673,46,2015,Small,Metropolitan,Supermarket,75.9012
GM_FDF41,4.86,Action,0.131070648,League of Legends,24.4346,13,2014,High,Outskirts,Supermarket,65.9142
GM_FDM01,7.895,Arcade,0,Assassin Creed,10.24332,45,2018,High,Residential,Supermarket,173.7738
GM_FDW03,5.63,Arcade,0.024591047,Fortnite,10.43306,45,2018,High,Residential,Supermarket,251.93872
GM_FDF28,6.28,Arcade,0.037941512,League of Legends,12.28046,45,2018,High,Residential,Supermarket,153.7998
GM_FDY37,6.8,Arcade,0.026719159,God of War,14.2047,17,2020,High,Residential,Supermarket,225.0404
GM_FDQ03,6,Arcade,0.078455536,Fortnite,23.73248,17,2020,High,Residential,Supermarket,570.45744
GM_FDP51,0,Arcade,0.08486204,Fortnite,12.00124,27,2013,Medium,Outskirts,Department Store,225.17356
GM_FDJ40,5.44,Arcade,0.049869757,League of Legends,11.09912,17,2020,Medium,Residential,Supermarket,540.49644
GM_FDC32,7.34,Action,0.099263089,FIFA,9.34462,49,2017,Medium,Metropolitan,Supermarket,226.50516
GM_DRI49,0,Action,0.182618653,Hitman,8.16276,27,2013,Medium,Outskirts,Department Store,99.07104
GM_NCW54,7.5,Action,0.096958614,Apex Legends,5.53588,17,2020,Medium,Residential,Supermarket,33.9558
GM_FDF09,6.215,Action,0.012217624,FIFA,3.77848,17,2020,Medium,Residential,Supermarket,34.75476
GM_FDP45,6.28,Arcade,0.030749596,DOTA,25.06724,18,2021,Medium,Outskirts,Malls,79.62968
GM_DRJ23,7.34,Action,0.041838623,Uncharted,18.71872,18,2021,Medium,Outskirts,Malls,30.36048
GM_FDS59,5.92,Arcade,0.044141726,Grand Theft Auto,11.1157,17,2020,Medium,Residential,Supermarket,219.0482
GM_FDY08,9.395,Arcade,0.171075221,FIFA,13.89838,46,2015,Small,Metropolitan,Supermarket,244.48176
GM_FDX16,7.14,Action,0.065912362,League of Legends,14.7805,49,2017,Medium,Metropolitan,Supermarket,36.619
GM_FDY16,7.34,Arcade,0.092602446,League of Legends,18.47266,18,2021,Medium,Outskirts,Malls,79.2302
GM_FDK32,6.5,Arcade,0,FIFA,15.28682,35,2019,Small,Residential,Supermarket,171.37692
GM_FDQ22,6.7,Arcade,0.029714904,DOTA,3.93822,13,2014,High,Outskirts,Supermarket,82.2263
GM_NCC31,8.02,Action,0.019951406,Apex Legends,15.59972,18,2021,Medium,Outskirts,Malls,148.8063
GM_FDG58,4.278,Arcade,0.086916126,DOTA,15.37972,49,2017,Medium,Metropolitan,Supermarket,233.6958
GM_DRF48,5.73,Action,0.051758358,Hitman,18.90898,13,2014,High,Outskirts,Supermarket,77.8986
GM_DRH36,6.48,Action,0.033431957,Hitman,7.33696,49,2017,Medium,Metropolitan,Supermarket,160.59096
GM_NCR30,8.24,Action,0.070979549,Apex Legends,7.55696,35,2019,Small,Residential,Supermarket,232.83026
GM_FDB03,0,Arcade,0.274592283,PUBG,24.22538,19,2013,Small,Metropolitan,Convenience Store,371.78272
GM_FDZ28,0,Arcade,0.051243144,League of Legends,12.61678,27,2013,Medium,Outskirts,Department Store,12.11756
GM_FDR35,5,Action,0.020814797,Grand Theft Auto,19.84742,17,2020,Medium,Residential,Supermarket,157.1288
GM_DRD15,0,Arcade,0.056520886,PUBG,23.26642,27,2013,Medium,Outskirts,Department Store,535.10346
GM_FDJ33,0,Arcade,0.154640734,DOTA,12.4273,19,2013,Small,Metropolitan,Convenience Store,116.64816
GM_FDA56,9.21,Arcade,0.014670454,FIFA,12.02414,10,2016,Small,Outskirts,Convenience Store,366.19
GM_FDP56,8.185,Action,0.046484138,FIFA,4.79692,46,2015,Small,Metropolitan,Supermarket,382.90158
GM_NCT30,9.1,Action,0.08029289,Apex Legends,4.81718,46,2015,Small,Metropolitan,Supermarket,117.71344
GM_FDK15,4.32,Action,0.098970494,Fortnite,10.03042,17,2020,Small,Residential,Supermarket,51.9324
GM_FDH44,7.64,Arcade,0,FIFA,14.69418,18,2021,Medium,Outskirts,Malls,115.11682
GM_FDV01,7.68,Arcade,0.084879879,God of War,15.46314,13,2014,High,Outskirts,Supermarket,338.35956
GM_DRG03,5.8,Action,0.062337196,PUBG,15.24998,17,2020,High,Residential,Supermarket,223.30932
GM_FDG50,0,Action,0.015197838,God of War,8.97146,27,2013,Medium,Outskirts,Department Store,263.12416
GM_FDR16,5.845,Arcade,0.175778605,League of Legends,21.49218,10,2016,Medium,Outskirts,Convenience Store,16.51184
GM_FDZ60,8.2,Action,0.119361811,Valorant,10.78596,46,2015,Small,Metropolitan,Supermarket,57.12564
GM_DRG03,5.8,Action,0.062112285,PUBG,15.42998,45,2018,Small,Residential,Supermarket,604.01376
GM_FDS56,5.785,Arcade,0.038914743,FIFA,26.40252,18,2021,Medium,Outskirts,Malls,135.8232
GM_FDU33,7.63,Arcade,0.134982959,DOTA,4.52402,45,2018,Medium,Residential,Supermarket,123.8388
